text,label
a YouTube video without sources predicts employment data release will be enforced across India starting next month.,0
Ministry of Education launched fuel price regulation after detailed review and official confirmation.,1
a viral WhatsApp forward predicts 5G rollout policy will be enforced across India starting next month.,0
ISRO launched UPI transaction guidelines after detailed review and official confirmation.,1
a viral Instagram reel asserts without evidence that public healthcare insurance scheme will be enforced across India starting next month.,0
Press Information Bureau outlined minimum support price revision after detailed review and official confirmation.,1
a misleading online blog warns defence procurement policy will be enforced across India starting next month.,0
Telecom Regulatory Authority of India updated 5G rollout policy after detailed review and official confirmation.,1
a YouTube video without sources asserts without evidence that Aadhaar data protection policy will be enforced across India starting next month.,0
Supreme Court of India reviewed agricultural subsidy reforms after detailed review and official confirmation.,1
a forwarded social media message leaks agricultural subsidy reforms will be enforced across India starting next month.,0
Indian Meteorological Department announced new education policy implementation after detailed review and official confirmation.,1
a forwarded social media message misleads saying pension scheme updates will be enforced across India starting next month.,0
Ministry of Education approved Gaganyaan human spaceflight program after detailed review and official confirmation.,1
an anonymous Telegram message predicts Chandrayaan mission update will be enforced across India starting next month.,0
Government of India updated employment data release after detailed review and official confirmation.,1
a forwarded social media message predicts monsoon forecast by IMD will be enforced across India starting next month.,0
Central Board of Direct Taxes ratified cybersecurity advisory after detailed review and official confirmation.,1
a viral WhatsApp forward reveals 5G rollout policy will be enforced across India starting next month.,0
Indian Meteorological Department launched digital rupee pilot project after detailed review and official confirmation.,1
an unverified Facebook post claims 5G rollout policy will be enforced across India starting next month.,0
Indian Railways reviewed public healthcare insurance scheme after detailed review and official confirmation.,1
an anonymous Telegram message spreads rumor that mobile SIM verification rules will be enforced across India starting next month.,0
Election Commission of India reviewed national highway expansion project after detailed review and official confirmation.,1
a forwarded social media message circulates claim that minimum support price revision will be enforced across India starting next month.,0
Election Commission of India implemented monsoon forecast by IMD after detailed review and official confirmation.,1
an anonymous Telegram message asserts without evidence that cybersecurity advisory will be enforced across India starting next month.,0
Securities and Exchange Board of India ratified startup funding incentives after detailed review and official confirmation.,1
a YouTube video without sources falsely states public healthcare insurance scheme will be enforced across India starting next month.,0
Telecom Regulatory Authority of India reviewed UPI transaction guidelines after detailed review and official confirmation.,1
an anonymous Telegram message predicts railway ticket booking reforms will be enforced across India starting next month.,0
Election Commission of India released defence procurement policy after detailed review and official confirmation.,1
an anonymous Telegram message predicts national highway expansion project will be enforced across India starting next month.,0
Ministry of Health and Family Welfare announced digital rupee pilot project after detailed review and official confirmation.,1
a fake news website leaks fuel price regulation will be enforced across India starting next month.,0
Reserve Bank of India released 5G rollout policy after detailed review and official confirmation.,1
a misleading online blog spreads rumor that agricultural subsidy reforms will be enforced across India starting next month.,0
Ministry of Finance implemented public healthcare insurance scheme after detailed review and official confirmation.,1
a YouTube video without sources misleads saying electric vehicle subsidy scheme will be enforced across India starting next month.,0
Ministry of Health and Family Welfare presented minimum support price revision after detailed review and official confirmation.,1
a YouTube video without sources reveals pension scheme updates will be enforced across India starting next month.,0
Ministry of Health and Family Welfare confirmed digital rupee pilot project after detailed review and official confirmation.,1
a forwarded social media message leaks mobile SIM verification rules will be enforced across India starting next month.,0
Supreme Court of India announced public healthcare insurance scheme after detailed review and official confirmation.,1
a forwarded social media message reveals digital rupee pilot project will be enforced across India starting next month.,0
NITI Aayog ratified inflation rate report after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that bank KYC norms will be enforced across India starting next month.,0
Supreme Court of India released new income tax rules after detailed review and official confirmation.,1
a forwarded social media message leaks inflation rate report will be enforced across India starting next month.,0
Election Commission of India reviewed 5G rollout policy after detailed review and official confirmation.,1
a YouTube video without sources predicts minimum support price revision will be enforced across India starting next month.,0
Supreme Court of India introduced new income tax rules after detailed review and official confirmation.,1
an unverified Facebook post warns minimum support price revision will be enforced across India starting next month.,0
Ministry of Health and Family Welfare confirmed 5G rollout policy after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that cybersecurity advisory will be enforced across India starting next month.,0
Election Commission of India announced public healthcare insurance scheme after detailed review and official confirmation.,1
a forwarded social media message circulates claim that Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Reserve Bank of India approved mobile SIM verification rules after detailed review and official confirmation.,1
a viral Instagram reel falsely states cybersecurity advisory will be enforced across India starting next month.,0
Indian Railways clarified startup funding incentives after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that GST compliance rules will be enforced across India starting next month.,0
Government of India updated national highway expansion project after detailed review and official confirmation.,1
a YouTube video without sources predicts fuel price regulation will be enforced across India starting next month.,0
Indian Meteorological Department notified fuel price regulation after detailed review and official confirmation.,1
a viral Instagram reel misleads saying mobile SIM verification rules will be enforced across India starting next month.,0
ISRO introduced digital rupee pilot project after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that minimum support price revision will be enforced across India starting next month.,0
Supreme Court of India outlined Chandrayaan mission update after detailed review and official confirmation.,1
a misleading online blog leaks digital rupee pilot project will be enforced across India starting next month.,0
Press Information Bureau announced GST compliance rules after detailed review and official confirmation.,1
a YouTube video without sources leaks inflation rate report will be enforced across India starting next month.,0
Telecom Regulatory Authority of India released mobile SIM verification rules after detailed review and official confirmation.,1
an anonymous Telegram message claims defence procurement policy will be enforced across India starting next month.,0
Press Information Bureau approved cybersecurity advisory after detailed review and official confirmation.,1
an anonymous Telegram message reveals employment data release will be enforced across India starting next month.,0
Ministry of Finance presented digital rupee pilot project after detailed review and official confirmation.,1
a misleading online blog reveals public healthcare insurance scheme will be enforced across India starting next month.,0
Government of India announced Chandrayaan mission update after detailed review and official confirmation.,1
a fake news website spreads rumor that new education policy implementation will be enforced across India starting next month.,0
Ministry of Health and Family Welfare reviewed Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a misleading online blog warns new education policy implementation will be enforced across India starting next month.,0
Indian Meteorological Department clarified bank KYC norms after detailed review and official confirmation.,1
a misleading online blog reveals Chandrayaan mission update will be enforced across India starting next month.,0
Ministry of Finance updated Aadhaar data protection policy after detailed review and official confirmation.,1
a forwarded social media message reveals minimum support price revision will be enforced across India starting next month.,0
NITI Aayog implemented Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a viral WhatsApp forward misleads saying agricultural subsidy reforms will be enforced across India starting next month.,0
Indian Meteorological Department updated mobile SIM verification rules after detailed review and official confirmation.,1
a forwarded social media message claims digital rupee pilot project will be enforced across India starting next month.,0
Ministry of Education presented electric vehicle subsidy scheme after detailed review and official confirmation.,1
a fake news website leaks new income tax rules will be enforced across India starting next month.,0
Ministry of Health and Family Welfare outlined agricultural subsidy reforms after detailed review and official confirmation.,1
a fake news website spreads rumor that cybersecurity advisory will be enforced across India starting next month.,0
Indian Meteorological Department reviewed employment data release after detailed review and official confirmation.,1
a YouTube video without sources warns Chandrayaan mission update will be enforced across India starting next month.,0
NITI Aayog published pension scheme updates after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states employment data release will be enforced across India starting next month.,0
Ministry of Finance announced digital rupee pilot project after detailed review and official confirmation.,1
a viral WhatsApp forward reveals Chandrayaan mission update will be enforced across India starting next month.,0
Telecom Regulatory Authority of India presented pension scheme updates after detailed review and official confirmation.,1
an unverified Facebook post warns pension scheme updates will be enforced across India starting next month.,0
Government of India implemented Aadhaar data protection policy after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that Aadhaar data protection policy will be enforced across India starting next month.,0
NITI Aayog updated bank KYC norms after detailed review and official confirmation.,1
a YouTube video without sources claims startup funding incentives will be enforced across India starting next month.,0
Supreme Court of India released 5G rollout policy after detailed review and official confirmation.,1
an unverified Facebook post circulates claim that digital rupee pilot project will be enforced across India starting next month.,0
Indian Meteorological Department outlined startup funding incentives after detailed review and official confirmation.,1
a fake news website falsely states fuel price regulation will be enforced across India starting next month.,0
Indian Meteorological Department presented 5G rollout policy after detailed review and official confirmation.,1
a viral Instagram reel asserts without evidence that Aadhaar data protection policy will be enforced across India starting next month.,0
Indian Meteorological Department confirmed public healthcare insurance scheme after detailed review and official confirmation.,1
a YouTube video without sources falsely states 5G rollout policy will be enforced across India starting next month.,0
ISRO outlined Chandrayaan mission update after detailed review and official confirmation.,1
a misleading online blog reveals startup funding incentives will be enforced across India starting next month.,0
Reserve Bank of India outlined GST compliance rules after detailed review and official confirmation.,1
a viral Instagram reel misleads saying new income tax rules will be enforced across India starting next month.,0
Central Board of Direct Taxes confirmed GST compliance rules after detailed review and official confirmation.,1
a viral WhatsApp forward claims bank KYC norms will be enforced across India starting next month.,0
Ministry of Finance confirmed Gaganyaan human spaceflight program after detailed review and official confirmation.,1
an unverified Facebook post circulates claim that new education policy implementation will be enforced across India starting next month.,0
Supreme Court of India reviewed employment data release after detailed review and official confirmation.,1
an unverified Facebook post leaks 5G rollout policy will be enforced across India starting next month.,0
Telecom Regulatory Authority of India published digital rupee pilot project after detailed review and official confirmation.,1
a viral WhatsApp forward leaks national highway expansion project will be enforced across India starting next month.,0
Reserve Bank of India announced electric vehicle subsidy scheme after detailed review and official confirmation.,1
a YouTube video without sources leaks electric vehicle subsidy scheme will be enforced across India starting next month.,0
Press Information Bureau announced national highway expansion project after detailed review and official confirmation.,1
a viral Instagram reel falsely states defence procurement policy will be enforced across India starting next month.,0
Election Commission of India published inflation rate report after detailed review and official confirmation.,1
a YouTube video without sources claims employment data release will be enforced across India starting next month.,0
Government of India outlined Chandrayaan mission update after detailed review and official confirmation.,1
a viral Instagram reel leaks Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Ministry of Education confirmed inflation rate report after detailed review and official confirmation.,1
an unverified Facebook post circulates claim that employment data release will be enforced across India starting next month.,0
Government of India confirmed fuel price regulation after detailed review and official confirmation.,1
a YouTube video without sources falsely states pension scheme updates will be enforced across India starting next month.,0
Government of India confirmed electric vehicle subsidy scheme after detailed review and official confirmation.,1
a forwarded social media message claims public healthcare insurance scheme will be enforced across India starting next month.,0
Supreme Court of India introduced agricultural subsidy reforms after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that GST compliance rules will be enforced across India starting next month.,0
Securities and Exchange Board of India announced employment data release after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that minimum support price revision will be enforced across India starting next month.,0
Indian Railways introduced new income tax rules after detailed review and official confirmation.,1
a fake news website reveals Aadhaar data protection policy will be enforced across India starting next month.,0
Ministry of Education introduced electric vehicle subsidy scheme after detailed review and official confirmation.,1
an anonymous Telegram message circulates claim that electric vehicle subsidy scheme will be enforced across India starting next month.,0
ISRO introduced employment data release after detailed review and official confirmation.,1
a fake news website claims Chandrayaan mission update will be enforced across India starting next month.,0
Central Board of Direct Taxes presented mobile SIM verification rules after detailed review and official confirmation.,1
a forwarded social media message leaks GST compliance rules will be enforced across India starting next month.,0
Ministry of Health and Family Welfare published bank KYC norms after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that agricultural subsidy reforms will be enforced across India starting next month.,0
Indian Railways outlined employment data release after detailed review and official confirmation.,1
an unverified Facebook post claims new education policy implementation will be enforced across India starting next month.,0
Ministry of Education notified fuel price regulation after detailed review and official confirmation.,1
a viral WhatsApp forward circulates claim that Chandrayaan mission update will be enforced across India starting next month.,0
Press Information Bureau launched Chandrayaan mission update after detailed review and official confirmation.,1
a fake news website spreads rumor that inflation rate report will be enforced across India starting next month.,0
Press Information Bureau outlined new income tax rules after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states cybersecurity advisory will be enforced across India starting next month.,0
Indian Meteorological Department announced railway ticket booking reforms after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that agricultural subsidy reforms will be enforced across India starting next month.,0
Ministry of Health and Family Welfare ratified public healthcare insurance scheme after detailed review and official confirmation.,1
a forwarded social media message leaks electric vehicle subsidy scheme will be enforced across India starting next month.,0
Government of India updated bank KYC norms after detailed review and official confirmation.,1
a viral Instagram reel predicts electric vehicle subsidy scheme will be enforced across India starting next month.,0
Ministry of Education clarified new education policy implementation after detailed review and official confirmation.,1
a forwarded social media message reveals cybersecurity advisory will be enforced across India starting next month.,0
Press Information Bureau implemented startup funding incentives after detailed review and official confirmation.,1
a fake news website circulates claim that UPI transaction guidelines will be enforced across India starting next month.,0
Reserve Bank of India ratified defence procurement policy after detailed review and official confirmation.,1
an anonymous Telegram message spreads rumor that public healthcare insurance scheme will be enforced across India starting next month.,0
Government of India reviewed new income tax rules after detailed review and official confirmation.,1
a misleading online blog misleads saying Aadhaar data protection policy will be enforced across India starting next month.,0
Supreme Court of India presented minimum support price revision after detailed review and official confirmation.,1
a viral Instagram reel falsely states public healthcare insurance scheme will be enforced across India starting next month.,0
Indian Meteorological Department released minimum support price revision after detailed review and official confirmation.,1
an unverified Facebook post falsely states mobile SIM verification rules will be enforced across India starting next month.,0
Indian Railways ratified electric vehicle subsidy scheme after detailed review and official confirmation.,1
an anonymous Telegram message asserts without evidence that new income tax rules will be enforced across India starting next month.,0
Ministry of Finance approved Aadhaar data protection policy after detailed review and official confirmation.,1
a YouTube video without sources falsely states electric vehicle subsidy scheme will be enforced across India starting next month.,0
Supreme Court of India outlined new income tax rules after detailed review and official confirmation.,1
a forwarded social media message warns Aadhaar data protection policy will be enforced across India starting next month.,0
Central Board of Direct Taxes confirmed mobile SIM verification rules after detailed review and official confirmation.,1
a forwarded social media message reveals bank KYC norms will be enforced across India starting next month.,0
Telecom Regulatory Authority of India approved minimum support price revision after detailed review and official confirmation.,1
a YouTube video without sources asserts without evidence that UPI transaction guidelines will be enforced across India starting next month.,0
Indian Railways confirmed railway ticket booking reforms after detailed review and official confirmation.,1
an unverified Facebook post predicts defence procurement policy will be enforced across India starting next month.,0
Election Commission of India approved Aadhaar data protection policy after detailed review and official confirmation.,1
a YouTube video without sources asserts without evidence that new education policy implementation will be enforced across India starting next month.,0
Ministry of Health and Family Welfare reviewed UPI transaction guidelines after detailed review and official confirmation.,1
an anonymous Telegram message spreads rumor that UPI transaction guidelines will be enforced across India starting next month.,0
Ministry of Education presented fuel price regulation after detailed review and official confirmation.,1
a viral Instagram reel reveals mobile SIM verification rules will be enforced across India starting next month.,0
Indian Meteorological Department notified electric vehicle subsidy scheme after detailed review and official confirmation.,1
an anonymous Telegram message asserts without evidence that national highway expansion project will be enforced across India starting next month.,0
Ministry of Finance presented mobile SIM verification rules after detailed review and official confirmation.,1
a fake news website reveals new education policy implementation will be enforced across India starting next month.,0
Reserve Bank of India confirmed monsoon forecast by IMD after detailed review and official confirmation.,1
an anonymous Telegram message warns bank KYC norms will be enforced across India starting next month.,0
Election Commission of India updated monsoon forecast by IMD after detailed review and official confirmation.,1
a fake news website misleads saying Chandrayaan mission update will be enforced across India starting next month.,0
Reserve Bank of India clarified new education policy implementation after detailed review and official confirmation.,1
an unverified Facebook post misleads saying new income tax rules will be enforced across India starting next month.,0
Election Commission of India approved public healthcare insurance scheme after detailed review and official confirmation.,1
a fake news website claims employment data release will be enforced across India starting next month.,0
Press Information Bureau outlined inflation rate report after detailed review and official confirmation.,1
a forwarded social media message asserts without evidence that new education policy implementation will be enforced across India starting next month.,0
Press Information Bureau updated railway ticket booking reforms after detailed review and official confirmation.,1
a misleading online blog asserts without evidence that electric vehicle subsidy scheme will be enforced across India starting next month.,0
Ministry of Health and Family Welfare approved inflation rate report after detailed review and official confirmation.,1
an anonymous Telegram message warns Aadhaar data protection policy will be enforced across India starting next month.,0
Indian Railways ratified employment data release after detailed review and official confirmation.,1
a forwarded social media message claims minimum support price revision will be enforced across India starting next month.,0
Election Commission of India confirmed 5G rollout policy after detailed review and official confirmation.,1
a misleading online blog claims mobile SIM verification rules will be enforced across India starting next month.,0
Supreme Court of India introduced Gaganyaan human spaceflight program after detailed review and official confirmation.,1
an anonymous Telegram message reveals Chandrayaan mission update will be enforced across India starting next month.,0
Telecom Regulatory Authority of India outlined digital rupee pilot project after detailed review and official confirmation.,1
a viral Instagram reel leaks 5G rollout policy will be enforced across India starting next month.,0
NITI Aayog published national highway expansion project after detailed review and official confirmation.,1
a misleading online blog claims railway ticket booking reforms will be enforced across India starting next month.,0
Supreme Court of India launched pension scheme updates after detailed review and official confirmation.,1
a fake news website claims UPI transaction guidelines will be enforced across India starting next month.,0
Ministry of Education published employment data release after detailed review and official confirmation.,1
an anonymous Telegram message claims pension scheme updates will be enforced across India starting next month.,0
Government of India notified GST compliance rules after detailed review and official confirmation.,1
a fake news website claims defence procurement policy will be enforced across India starting next month.,0
Securities and Exchange Board of India announced GST compliance rules after detailed review and official confirmation.,1
an anonymous Telegram message spreads rumor that minimum support price revision will be enforced across India starting next month.,0
Supreme Court of India clarified cybersecurity advisory after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that defence procurement policy will be enforced across India starting next month.,0
NITI Aayog introduced pension scheme updates after detailed review and official confirmation.,1
an unverified Facebook post warns inflation rate report will be enforced across India starting next month.,0
Telecom Regulatory Authority of India outlined new education policy implementation after detailed review and official confirmation.,1
a misleading online blog warns UPI transaction guidelines will be enforced across India starting next month.,0
Government of India reviewed minimum support price revision after detailed review and official confirmation.,1
an unverified Facebook post misleads saying Aadhaar data protection policy will be enforced across India starting next month.,0
Telecom Regulatory Authority of India published mobile SIM verification rules after detailed review and official confirmation.,1
a forwarded social media message predicts digital rupee pilot project will be enforced across India starting next month.,0
Press Information Bureau updated monsoon forecast by IMD after detailed review and official confirmation.,1
an unverified Facebook post misleads saying fuel price regulation will be enforced across India starting next month.,0
Securities and Exchange Board of India announced pension scheme updates after detailed review and official confirmation.,1
a forwarded social media message asserts without evidence that startup funding incentives will be enforced across India starting next month.,0
Telecom Regulatory Authority of India confirmed inflation rate report after detailed review and official confirmation.,1
an unverified Facebook post warns railway ticket booking reforms will be enforced across India starting next month.,0
Government of India implemented cybersecurity advisory after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that public healthcare insurance scheme will be enforced across India starting next month.,0
Telecom Regulatory Authority of India implemented pension scheme updates after detailed review and official confirmation.,1
an anonymous Telegram message misleads saying digital rupee pilot project will be enforced across India starting next month.,0
Securities and Exchange Board of India published bank KYC norms after detailed review and official confirmation.,1
a misleading online blog misleads saying inflation rate report will be enforced across India starting next month.,0
Indian Railways launched employment data release after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that cybersecurity advisory will be enforced across India starting next month.,0
Ministry of Finance announced defence procurement policy after detailed review and official confirmation.,1
a viral Instagram reel misleads saying fuel price regulation will be enforced across India starting next month.,0
Indian Railways implemented monsoon forecast by IMD after detailed review and official confirmation.,1
a viral WhatsApp forward warns employment data release will be enforced across India starting next month.,0
Press Information Bureau reviewed inflation rate report after detailed review and official confirmation.,1
a misleading online blog spreads rumor that new income tax rules will be enforced across India starting next month.,0
Government of India introduced startup funding incentives after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that cybersecurity advisory will be enforced across India starting next month.,0
Ministry of Finance ratified startup funding incentives after detailed review and official confirmation.,1
a YouTube video without sources predicts railway ticket booking reforms will be enforced across India starting next month.,0
Telecom Regulatory Authority of India introduced startup funding incentives after detailed review and official confirmation.,1
a YouTube video without sources misleads saying railway ticket booking reforms will be enforced across India starting next month.,0
NITI Aayog confirmed UPI transaction guidelines after detailed review and official confirmation.,1
a misleading online blog predicts minimum support price revision will be enforced across India starting next month.,0
Press Information Bureau approved fuel price regulation after detailed review and official confirmation.,1
an anonymous Telegram message predicts new income tax rules will be enforced across India starting next month.,0
Telecom Regulatory Authority of India implemented cybersecurity advisory after detailed review and official confirmation.,1
a viral WhatsApp forward misleads saying inflation rate report will be enforced across India starting next month.,0
Supreme Court of India published minimum support price revision after detailed review and official confirmation.,1
a misleading online blog warns GST compliance rules will be enforced across India starting next month.,0
Securities and Exchange Board of India notified minimum support price revision after detailed review and official confirmation.,1
a YouTube video without sources falsely states bank KYC norms will be enforced across India starting next month.,0
Securities and Exchange Board of India clarified Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a misleading online blog reveals defence procurement policy will be enforced across India starting next month.,0
ISRO clarified new education policy implementation after detailed review and official confirmation.,1
a fake news website asserts without evidence that startup funding incentives will be enforced across India starting next month.,0
Supreme Court of India ratified mobile SIM verification rules after detailed review and official confirmation.,1
an anonymous Telegram message leaks agricultural subsidy reforms will be enforced across India starting next month.,0
NITI Aayog confirmed monsoon forecast by IMD after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that new income tax rules will be enforced across India starting next month.,0
Ministry of Health and Family Welfare approved GST compliance rules after detailed review and official confirmation.,1
a viral Instagram reel warns 5G rollout policy will be enforced across India starting next month.,0
Press Information Bureau ratified Aadhaar data protection policy after detailed review and official confirmation.,1
an unverified Facebook post leaks agricultural subsidy reforms will be enforced across India starting next month.,0
Press Information Bureau reviewed new education policy implementation after detailed review and official confirmation.,1
a viral Instagram reel leaks GST compliance rules will be enforced across India starting next month.,0
Ministry of Finance clarified 5G rollout policy after detailed review and official confirmation.,1
a misleading online blog reveals Aadhaar data protection policy will be enforced across India starting next month.,0
Election Commission of India presented fuel price regulation after detailed review and official confirmation.,1
a forwarded social media message claims pension scheme updates will be enforced across India starting next month.,0
Securities and Exchange Board of India outlined electric vehicle subsidy scheme after detailed review and official confirmation.,1
a YouTube video without sources reveals minimum support price revision will be enforced across India starting next month.,0
Ministry of Health and Family Welfare released Chandrayaan mission update after detailed review and official confirmation.,1
a YouTube video without sources asserts without evidence that digital rupee pilot project will be enforced across India starting next month.,0
Ministry of Education implemented new income tax rules after detailed review and official confirmation.,1
a YouTube video without sources spreads rumor that new income tax rules will be enforced across India starting next month.,0
Ministry of Health and Family Welfare approved new education policy implementation after detailed review and official confirmation.,1
a forwarded social media message misleads saying railway ticket booking reforms will be enforced across India starting next month.,0
ISRO confirmed UPI transaction guidelines after detailed review and official confirmation.,1
a misleading online blog claims fuel price regulation will be enforced across India starting next month.,0
Press Information Bureau published minimum support price revision after detailed review and official confirmation.,1
a fake news website leaks inflation rate report will be enforced across India starting next month.,0
Press Information Bureau clarified pension scheme updates after detailed review and official confirmation.,1
a viral Instagram reel misleads saying 5G rollout policy will be enforced across India starting next month.,0
Supreme Court of India implemented mobile SIM verification rules after detailed review and official confirmation.,1
a YouTube video without sources asserts without evidence that agricultural subsidy reforms will be enforced across India starting next month.,0
NITI Aayog launched GST compliance rules after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states mobile SIM verification rules will be enforced across India starting next month.,0
Supreme Court of India reviewed inflation rate report after detailed review and official confirmation.,1
a misleading online blog spreads rumor that employment data release will be enforced across India starting next month.,0
Indian Meteorological Department confirmed minimum support price revision after detailed review and official confirmation.,1
an anonymous Telegram message claims Chandrayaan mission update will be enforced across India starting next month.,0
Indian Railways ratified startup funding incentives after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that mobile SIM verification rules will be enforced across India starting next month.,0
Central Board of Direct Taxes implemented employment data release after detailed review and official confirmation.,1
an anonymous Telegram message predicts Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Government of India published startup funding incentives after detailed review and official confirmation.,1
a viral Instagram reel reveals electric vehicle subsidy scheme will be enforced across India starting next month.,0
Government of India clarified public healthcare insurance scheme after detailed review and official confirmation.,1
a YouTube video without sources claims inflation rate report will be enforced across India starting next month.,0
Election Commission of India updated Chandrayaan mission update after detailed review and official confirmation.,1
a misleading online blog predicts digital rupee pilot project will be enforced across India starting next month.,0
Central Board of Direct Taxes implemented new education policy implementation after detailed review and official confirmation.,1
a fake news website predicts electric vehicle subsidy scheme will be enforced across India starting next month.,0
Press Information Bureau approved minimum support price revision after detailed review and official confirmation.,1
a viral Instagram reel misleads saying public healthcare insurance scheme will be enforced across India starting next month.,0
Election Commission of India updated new education policy implementation after detailed review and official confirmation.,1
an anonymous Telegram message misleads saying new education policy implementation will be enforced across India starting next month.,0
Reserve Bank of India presented bank KYC norms after detailed review and official confirmation.,1
an anonymous Telegram message asserts without evidence that 5G rollout policy will be enforced across India starting next month.,0
Ministry of Health and Family Welfare published 5G rollout policy after detailed review and official confirmation.,1
a YouTube video without sources misleads saying monsoon forecast by IMD will be enforced across India starting next month.,0
ISRO published cybersecurity advisory after detailed review and official confirmation.,1
a fake news website spreads rumor that monsoon forecast by IMD will be enforced across India starting next month.,0
Indian Railways outlined cybersecurity advisory after detailed review and official confirmation.,1
a YouTube video without sources predicts electric vehicle subsidy scheme will be enforced across India starting next month.,0
ISRO outlined monsoon forecast by IMD after detailed review and official confirmation.,1
an unverified Facebook post asserts without evidence that employment data release will be enforced across India starting next month.,0
Telecom Regulatory Authority of India updated new education policy implementation after detailed review and official confirmation.,1
an unverified Facebook post leaks monsoon forecast by IMD will be enforced across India starting next month.,0
Indian Railways announced new income tax rules after detailed review and official confirmation.,1
an anonymous Telegram message claims minimum support price revision will be enforced across India starting next month.,0
Government of India confirmed new income tax rules after detailed review and official confirmation.,1
a YouTube video without sources spreads rumor that UPI transaction guidelines will be enforced across India starting next month.,0
Government of India announced new income tax rules after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that railway ticket booking reforms will be enforced across India starting next month.,0
Indian Meteorological Department published railway ticket booking reforms after detailed review and official confirmation.,1
an unverified Facebook post claims bank KYC norms will be enforced across India starting next month.,0
Government of India presented cybersecurity advisory after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that startup funding incentives will be enforced across India starting next month.,0
Central Board of Direct Taxes reviewed national highway expansion project after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that fuel price regulation will be enforced across India starting next month.,0
Telecom Regulatory Authority of India published pension scheme updates after detailed review and official confirmation.,1
a viral Instagram reel reveals cybersecurity advisory will be enforced across India starting next month.,0
Reserve Bank of India notified minimum support price revision after detailed review and official confirmation.,1
a fake news website warns fuel price regulation will be enforced across India starting next month.,0
Reserve Bank of India published agricultural subsidy reforms after detailed review and official confirmation.,1
a forwarded social media message claims new income tax rules will be enforced across India starting next month.,0
Government of India published new income tax rules after detailed review and official confirmation.,1
a YouTube video without sources spreads rumor that mobile SIM verification rules will be enforced across India starting next month.,0
Indian Meteorological Department ratified fuel price regulation after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that bank KYC norms will be enforced across India starting next month.,0
Government of India released Aadhaar data protection policy after detailed review and official confirmation.,1
a misleading online blog misleads saying mobile SIM verification rules will be enforced across India starting next month.,0
Ministry of Finance clarified monsoon forecast by IMD after detailed review and official confirmation.,1
a fake news website claims 5G rollout policy will be enforced across India starting next month.,0
Election Commission of India updated digital rupee pilot project after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that Chandrayaan mission update will be enforced across India starting next month.,0
Ministry of Finance clarified cybersecurity advisory after detailed review and official confirmation.,1
an anonymous Telegram message predicts employment data release will be enforced across India starting next month.,0
Indian Meteorological Department implemented defence procurement policy after detailed review and official confirmation.,1
a misleading online blog predicts Chandrayaan mission update will be enforced across India starting next month.,0
Press Information Bureau clarified national highway expansion project after detailed review and official confirmation.,1
an unverified Facebook post warns startup funding incentives will be enforced across India starting next month.,0
Ministry of Finance approved railway ticket booking reforms after detailed review and official confirmation.,1
an anonymous Telegram message reveals inflation rate report will be enforced across India starting next month.,0
